Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products
Shyamanuj Agro Exim Private Limited Certified,ORG-2310-002679,Indore,ujjwalborkar123@gmail.com,"52, Malipura Main Road Juni, Indore, Madhya Pradesh",NPOP,validfrom 04/04/2024,03/04/2025,"Acacia concinna (shikakai) extract, Amaltas/Kakkemara(Cassia fistula), Amla, Apamarga, Asparagus racemosus (Shatawar), Azadirachta indica (Neem), Bai Vidang (Embelia ribes), Bel/Bael/Aegle marmelos, Bhoomi amla/Phyllanthus amarus, Buchanania lanzan Spreng (Cheerojee), Cassia tora (charota), Chundanga (Solanum Indicum), Eugenia jambolana (jamun) extract, Gum ghatti, Japa kusuma, Mahua flowers, Mahua seed, Mucuna pruriens (Mucuna), Nager Motha (Cyperus Scariosus), Ocimum basilicum (Krishna/Vana Tulsi), Palash seed (Butea monosperma), Raw Honey, Safed Musli/Chlorophytum borivilianum, Tamarind/Imli (T.indica), Terminalia bellirica/baheda, Terminalia chebula fruit (Harar), Tylophora asthmatica, White Sesame/Sesame"
Sohan Ginning and Processing Pvt Ltd Certified,ORG-2308-001884,Indore,sgp372@gmail.com,"Garden no. 106/A, Sindhi Colony, Luniyapura, Indore, Madhya Pradesh",NPOP,validfrom 19/09/2023,18/09/2024,"Ashwagandha, Barley (of seed quality), Beet root, Brown gram/Gram/Chana (Cicer arietinum), Chickpea/Kabuli Chana (garbanzos), Cotton bales, Garlic, Lint Cotton, Maize Grain, Mustard, Onion, Potato, Rapeseed/Rai/Rye, Raw Cotton, Soyabean/Soybean White, Wheat"
Sonic Biochem Extractions Pvt. Limited Certified,ORG-2305-001170,Mandsaur,msouradmin@sonicbiochem.co.in,"Village Thadod, Mhow Neemuch Road, Mandsaur, Madhya Pradesh",NPOP,validfrom 29/05/2023,28/05/2024,"Soyabean/Soybean Meal, Soybean Whole"
Sourabh Bio Tech Certified,ORG-2212-004290,Khargone,smoindustries@gmail.com,"Indore Road,, Khargone, Madhya Pradesh",NPOP,validfrom 22/02/2024,21/02/2025,"Raw Cotton, Soyabean/Soybean White"
STARWAVE ENTERPRISES Certified,ORG-2310-002603,Raisen,starwaveenterprises@gmail.com,"SURVEY NO. 98/2/2, VILLAGE PATNI,, Raisen, Madhya Pradesh",NPOP,validfrom 22/01/2024,21/01/2025,"Basmati kurnai (broken rice), Basmati rice, Basmati Rice - White (Pusa - 01), Basmati Rice - White (Pusa - 1121), Basmati Rice - White (Taraori), Basmati Rice - White (Type 3), Basmati rice-brown, Basmati rice-white, Broken rice, Organic Broken Rice, ORGANIC PARBOILED RICE (BROWN & WHITE)"
SUMINTER INDIA ORGANICS PVT. LTD. Certified,ORG-2005-000874,Indore,vishnu.muthuswami@suminter.com,"Choudhary Warehouse, Chamber-1, Village Morod Hat Nemawar Road Tehsil & Dist. Indore, Indore, Madhya Pradesh",NPOP,validfrom 02/06/2023,28/05/2024,"Chia, Flax Seed, Soyabean/Soybean Meal, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean White, Soyabean/Soybean/: Crude, Soybean, Soybean (Green/Fresh), Soybean Whole, Soybean/soyabean oil"
SUNLIGHT AGRO FARM Certified,ORG-2010-002890,Indore,KHAJURIARAKESH585@GMAIL.COM,"157, Sarkari School ke Piche,Ambamoliya,Dudhia, Indore, Madhya Pradesh",NPOP,validfrom 07/03/2024,15/02/2025,"Ajwain, Ajwain/Bishop Weed seed, Ajwain/Bishops Weed, Almond, Amla, Amla powder, Apricots, Arhar, Arhar dal (Red gram/Pigeon pea), Bajra (other than seed), Bajra flour/ Atta, Barley Flour, Barley whole, Barley- Dehulled, Bay Leaf, Bay leaves/Tejpatta, Bengal Gram Whole, Black Mustard Seed, Black Pepper, Black Pepper Powder, Brown gram/Gram/Chana (Cicer arietinum), Brown mustard, Cane Sugar cubes, Cardamom Large (Black), chana Dal, Chia, Chickpea/Kabuli Chana (garbanzos), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cinnamon, Clove whole, Coriander, Coriander Powder, coriander seed, Coriander seed/whole, Cowpea, Cowpea/Lobia whole(V.unguiculata/sinensis), Cumin (Black -seed quality), Cumin (Non-Black -seed quality), Cumin seed, Cumin whole, Curry leaf/leaves, Dried Clove, Dried Curry leaves, Fennel (other than seed), Fennel Seed, Fennel/saunf, Fenugreek, Fenugreek Seed (Methi Seed), Foxtail Millet, Garlic, Garlic flakes, Garlic Powder, Gram Flour/Besan, Green Chana (Gram), Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Green gram/chana/Moong (Vigna sp.), Green Moong Dal, Green peas, Groundnut/Peanut, Indian curry leaves, Jaggery, Jaggery cube, Jaggery powder, Jowar, Jowar (Non-seed quality), Jowar flour, Jowar Porridge, Kabuli Chana, Kasuri methi, Kodo/Kodon Millet, Lentil, Lentil dal, Little millet, Mace, Maida, Maize (Corn), Maize Grain, Maize/Corn flour, Mango Powder/ Aamchur, Masoor (Lens Culinaris), Masoor Dal, Masur/Masoor dhuli, Matki/Moth Bean, Methi leaf/fenugreek leave, Moong Dal, Moong dal-Split, Moong Dal-Split with shell, Mustard, Mustard - Black, Onion Powder sterilized, Pea- Dried, Pearl Millet/Bajra, Poha / Chivda, Potato, Pumpkin Seeds, Ragi (Finger Millet- other than seed), Ragi Flour, Ragi/Finger Millet grain, Raisins/Kismis, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Lentil, Red Rice, Roasted Gram/ chana, Sorghum, Sorghum Grain, Split Chickpea/Kabuli Chana (garbanzos), Split Lentil, Star anise, Sugarcane, Suji/Semolina/ Cream of Wheat, Tamarind dry (Imli), Tamarind/Imli (T.indica), Tur/ Toor Dal, Urad Dal Split, Urad dal-Whole(White), Urad dal/Split Black gram, Urad Whole(black), Wheat, Wheat, Wheat flour, Wheat Maida, Wheat Porridge/Dalia, Yellow lentil, Yellow mustard"
Super Market Grocery Supplies Private Ltd Certified,ORG-2101-000103,Indore,vinish.nair@bigbasket.com,"Godown No.3&4, Central Warehouse 1,, Indore, Madhya Pradesh",NPOP,validfrom 29/03/2024,17/02/2025,"Agra Achari Chat Masala, Agra Dal Masala, Agra Garam Masala, Agra Jaljeera Powder, Agra Pani Poori Masala, AIR DRIED Organic Oregano, Ajwain, Ajwain Powder, All Purpose Paste, Almond, Almond oil, Aloe Vera, Aloe Vera Juice, Aloe Vera Powder, Amaranth Flour, Amaranth muesli, Amaranth seed/ Ram dhana, Amla, Amla ???Candy, Amla dried deseeded, Amla Juice/ Amla Juice with fiber/ Indian Gooseber, Amla powder, Apple Walnut Chutney, Apples (Dry), Apricot Chutney, Apricots, Arjun powder (Terminalia arjuna), Asafoetida, Aseptic Tomato Paste, Ashwagandha Powder, Ashwagandha root, Bajra flour/ Atta, Bajra Masala, Banana powder, Barley Flour, Barley Porridge/Dalia, Barley whole, Barley- Dehulled, Barnyard Millet Flour, Barnyard Millet popped, Basil seeds, Basil/Tulsi, Basmati Rice - White (Pusa - 1121), Basmati rice-brown, Basmati rice-white, Bay Leaf, Bay leaf powder, Beaten rice, Bengal Gram Whole, Bengal Gram(Chana)Flour, Black cumin, Black Gram De-husked, Black Gram Flour, black gram white whole, Black Pepper, Black Pepper Powder, Black sesame, Brahmi Powder, Broken rice, Brown gram/Gram/Chana (Cicer arietinum), Brown mustard, Brown Rice Cookies, Brown rice flakes, Brown Rice flour, Buck wheat (seed quality), Buckwheat (other than seed), Buckwheat Flour, Buckwheat- Dehulled, Butter Chicken Masala, Byadagi chilli, Cake Flour, Cane Sugar, Cane Sugar cubes, Cardamom, Cardamom Large (Black), Cardamom Powder, Cardamom TBC, Carrot Ginger Soup, Cashew Kernel SB, Cashew Kernel SS, Cashew Kernel SSP, Cashew Kernel SSW, Cashew Kernel SW, Cashew Kernels BB, Cashew Kernels LWP, Cashew Kernels NW (NATURAL WHOLES), Cashew Kernels Splits, Cashew Kernels SWP, Cashew Kernels Wholes 180, Cashew Kernels Wholes 210, Cashew Kernels Wholes 240, Cashew Kernels Wholes 320, Cashew Kernels Wholes 450, Cashew nut (In shell), Cashew nut (roasted), Cashew Whole, Castor seeds, chana Dal, Chana Flakes/Jor, Chana Masala, Chana Masala Papad, Chana Whole in Brine, Chat masala, Chia, chilli flakes, Chilli powder, Chilli-Bird eye, Chitkabra rajma himalayan, Chitra Kidney beans/Rajma (Phaseolus vulgaris), Chives (Allium schoenoprasum), Chunky Tomato Soup, Cinnamon, Cinnamon (Powder), CLASSIC Tea, Cloves, Coconut (Dried), Coconut oil, Coconut powder/dried coconut powder, Coffee Arabica-Cherry, Coffee beans, Coriander Leaf Dehydrated, Coriander Powder, coriander seed, Cowpea, Cowpea Red, Cowpea white dal, Cowpea/Lobia whole(V.unguiculata/sinensis), Cream of Millet Soup with Almonds, Cream of Pumpkin Soup, Cumin Powder, Cumin whole, Curried Moong Dal Soup, Dates-Fresh (excluding wet dates), Dates-Hard (chhohara), Dehulled Foxtail Millet, Dehulled millets, Dehulled Pearl Millet, Dehydrated garlic powder, Dehydrated Ginger Powder, Dehydrated Mango, Dehydrated onion powder, Dehydrated Orange Flakes, Dehydrated Tamarind Powder, Dehydrated Tomato powder, Dill Seed (Aowa), Dried Clove, Dried Curry leaves, Dried/Dehydrated Figs, extra virgin coconut oil, Fennel Powder, Fennel Seed, Fenugreek, Fenugreek Crushed, Fenugreek Powder (Methi Powder), Finger millet flour, Flax Seed, Flax seed powder, Foxtail Millet, Foxtail Millet Flour, Freeze dried amla powder, French Lentil Soup, Fruit vinegar, Garam Masala, Ginger Chilli Pickle, Ginger Powder, Ginger sliced (dried), Ginger TBC, Ginger whole (dried), Gram Flour/Besan, Green Chana (Gram), Green Gram Flour, Green Gram Whole (Moong Sabut), Green gram/chana/Moong (Vigna sp.), Green gram/Moong dhuli, Green Moong Dal, Green peas, Groundnut chikkies, Groundnut/Peanut, Groundnut/Peanut oil (Edible grade), Guntur Chilli, Horse gram whole, Idly rava, Jackfruit, Jaggery, Jaggery cube, Jaggery liquid, Jaggery lump, Jaggery powder, Jowar, Jowar flour, Jowar Masala, Jowar Porridge, Kabuli Chana, Kalonji/nigella, Kasuri methi, Khakra, Khandasari sugar, KODO Millet Flour, Kodo Millet Popped, Kodo/Kodon Millet, Kokam, Lemon Grass, Lemon Pickle, Lemon Powder, Lentil, Lentil Flour, Little millet, Mace, Mace Powder, Maize (Corn), Maize Grain, Maize starch, Maize/ corn porridge (Dalia), Maize/Corn flour, Malka Whole, Mango chutney jam, Mango chutney sweet, Mango Pickle, Mango Powder/ Aamchur, Masoor (Lens Culinaris), Masoor Dal, Master Masala, Matki/Moth Bean, Millet, Millet Flour, Millet porridge, Mix Dal, Mix Pickle, Mix spices (Paste), Mix Vegetable Pickle, Mixed Grain porridge, Mixture of Dried Fruits, Moong Dal, Moong dal-Split, Moong Dal-Split with shell, Moong masala Papad, Moong papad (Plain), Moringa Powder, moth dal, Multi grain Atta, Mumbai Pau Bhaji Masala, Mustard, Mustard Oil (Refined), Mustard small, Mutton Curry Masala, Natural Honey, Nelumbo nucifera, Non-Basmati Rice, Nutmeg (Shelled), Nutmeg Powder, Nutmeg Whole, Oats (Flakes), Oregano, Parsley, Pea Pulse (Pisum sativum), Pea- Dried, Peanut Butter Creamy, Peanut Butter Crunchy, Pearl Millet/Bajra, Pepper long/Pippali (Piper longum), Pigeon pea/arhar whole, Pippali powder-Piper longum, Pistachios, Poha / Chivda, Poha Flattened Rice, pomegranate seeds/anardana, Popped Pearl Millet, Poppy seeds, Proso millet, Psyllium husk (isobgul), Puffed Rice Chivda, Pumpkin Seeds, Punjabi Rajma, Quinoa, Ragi (Finger Millet-seed quality), Ragi flakes, Ragi Flour, Ragi Vermicelli, Ragi/Finger Millet grain, Raisins/Kismis, Ready to eat product, Red Chilli (whole), Red Chilli Powder, Red Flattened Rice, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Lentil, Red Rice, Red Rice Flour, Rice bran Oil, Rice Flakes, Rice Flour, Rice Sonam White, Rice Sonamasuri Brown, Rice Sonamasuri Hand pound, Rice Sonamasuri Semi Brown, Rice-Sona Masuri, Roasted Almonds, Roasted bengalgram dal, Roasted Gram/ chana, Roasted wheat, Rosemary, Rusks, Sabji Masala, Safflower seeds: Of seed quality, Saffron, Sattu, Sawan/Barnyard Millet, Seed Mix, Sesame Oil/Gingelly Oil, Sesame seeds, Shahi Jeera/Cumin, Sorghum Flour, Sorghum Millet Popped, Soyabean/Soybean Flour, Soyabean/Soybean White, Spice Mix (Garam Masala), Split Lentil, Star Anise, Sugar, Sugar (Brown/Natural), Sugarcane, Suji/Semolina/ Cream of Wheat, Sunflower, Sunflower oil: edible grade, Sunflower seeds: Of seed quality, Sweet basil, Tamarind chutney, Tamarind fresh deseeded (Imli), Tamarind paste, Tamarind/Imli (T.indica), Thymes, Tomato ketchup, Tomato Powder (Lycopersicon esculentum), Tomato Soup with Cashewnut Cream, Tur/ Toor Dal, Turmeric Dried, Turmeric Powder, Turmeric Whole-fresh, Urad Dal Split, Urad Dal-Spilt with Shell, Urad dal-Whole(White), Urad dal/Split Black gram, Urad dhuli, Urad Whole(black), Vanilla Bean, walnut, Walnut broken, Walnut kernels, Walnuts: In Shell, Water Melon Seeds, Wheat, Wheat, Wheat (PBW 373), Wheat (seed quality), Wheat Bran, Wheat flour, Wheat grain, Wheat Maida, Wheat Pasta, Wheat Porridge/Dalia, Wheatgrass powder, White Cane Sugar, White flattened Rice, White Pepper, White Pepper powder, White Sesame/Sesame, Whole Wheat Atta Premium, Yellow mustard"
TSS FOODS Certified,ORG-2402-000307,Raisen,Deependra.singh@itc.in,"KHASRA NO. 49/2/1, Raisen, Madhya Pradesh",NPOP,validfrom 05/04/2024,04/04/2025,"Basmati Rice - White (Pusa - 1121), Basmati Rice - White (Type 3), Basmati rice-brown, Basmati rice-white, Broken rice, Indian Organic Basmati Rice, Non-Basmati Rice, ORGANIC BROWN PUSA BASMATI RICE, ORGANIC BROWN TRADITIONAL BASMATI RICE, ORGANIC WHITE PUSA BASMATI RICE, ORGANIC WHITE TRADITIONAL BASMATI RICE, Parboiled Basmati Rice, Parboiled Rice, Red Rice, Rice Sonamasuri Brown, Rice Sonamasuri Hand pound, Rice-Sona Masuri"
VALUES ORGANICS MP Certified,ORG-2104-002117,Indore,kamal@valuesorganics.com,"G No 2/10, Shiv Darsan Nagar, Gram Devguradiya, Nemwawar Road, Indore, Madhya Pradesh",NPOP,validfrom 17/06/2023,11/06/2024,"Ajwain, Almond, Amaranth Flour, Amaranth seed/ Ram dhana, Amaranth/Amaranthus/Thotakura, Amla, Amla powder, Arhar dal (Red gram/Pigeon pea), Bajra flour/ Atta, Barley Flour, Barley whole, Basil seeds, Basil/Tulsi, Basmati Paddy, Basmati rice, Bay leaves/Tejpatta, Beaten rice, Bengal Gram Whole, Black Gram Flour, black gram split white, Black gram white, black gram white whole, Black gram/Urd (Vigna sp.), Black Mustard Oil, Black Pepper, Brown gram/Gram/Chana (Cicer arietinum), Brown mustard, Buck wheat (seed quality), Buckwheat Flour, Cane Sugar, Cardamom, Cashew Whole, Castor Oil, chana Dal, Chia, Chickpea/Kabuli Chana (garbanzos), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cloves, Coconut oil, Coriander, Coriander Powder, Cowpea, Cowpea Red, Cowpea Red, Cowpea/Lobia whole(V.unguiculata/sinensis), Cumin Powder, Cumin seed, Cumin whole, Fennel Powder, Fennel Seed, Fennel/saunf, Fenugreek, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Flax Seed, Flax Seed oil, Flax/Linseed, Flaxseed, Foxtail Millet, Garlic, Ginger Powder, Ginger whole (dried), Gram Flour/Besan, Green Gram Flour, Green Gram Whole (Moong Sabut), Green gram/Moong dhuli, Green Moong Dal, Green peas, Groundnut/Peanut, Groundnut/Peanut oil (Edible grade), Jaggery, Jaggery lump, Jaggery powder, Jowar, Jowar flour, Kabuli Chana, Kalonji/nigella, Lentil, Lentil dal, Maida, Maize (Corn), Maize Grain, Maize/Corn flour, Mango Powder/ Aamchur, Masoor (Lens Culinaris), Masoor Dal, Matki/Moth Bean, Mix Dal, Moong Dal, Moong dal-Split, Moong Dal-Split with shell, Mustard, Mustard small, Non-Basmati Paddy, Non-Basmati Rice, Paddy-Sona Masuri, Palm Jaggery, Pea- Dried, Pearl Millet/Bajra, Pigeon pea, Pigeon pea/arhar whole, Poha / Chivda, Poha Flattened Rice, Psyllium husk (isobgul), Pumpkin Seeds, Quinoa, Ragi Flour, Ragi/Finger Millet grain, Raisins/Kismis, Red Chilli (whole), Red Chilli Flakes, Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Lentil, Red Rice, Rice Flour, Rice Puffed, Rice Sonamasuri Brown, Rice-Sona Masuri, Roasted bengalgram dal, Roasted Gram/ chana, Sattu, Sesame Seed - Oil, Sesame/Sesamum, Sorghum, Soyabean/Soybean Flour, Soyabean/Soybean White, Split Chickpea/Kabuli Chana (garbanzos), Split Gram/Chana (Cicer arietinum), Split Green gram/Moong (Vigna sp.), Split Lentil, Split Pigeon pea/arhar/Red gram, Stevia, Sugar, Sugar (Brown/Natural), Suji/Semolina/ Cream of Wheat, Sunflower oil: edible grade, Sunflower Seed Oil, Sunflower seeds: Of seed quality, Tamarind/Imli (T.indica), Turmeric Dried, Turmeric fingers, Turmeric Fresh, Turmeric Powder, Turmeric whole-dried, Turmeric Whole-fresh, Urad (phasleolus mungo) Black gram, Urad Dal Black Split, Urad Dal Split, Urad Dal-Spilt with Shell, Urad Dal-Split without Shell, Urad dal-Whole(White), Urad dal/Split Black gram, Urad dhuli, Virgin coconut oil, Water Melon Seeds, Watermelon, Wheat, Wheat, Wheat Bran, Wheat flour, Wheat grain, Wheat Maida, Wheat Porridge/Dalia, Wheatgrass powder, White Cane Sugar, White Kidney beans/Rajma (Phaseolus vulgaris), White pea beans - Phaseolus angularis, White Pepper, Yellow mustard"
VANDANA ORGANIC TRADE PRIVATE LIMITED Certified,ORG-1507-001166,Raisen,vandanaorganictrade@gmail.com,"F-19, Phase-II, Raisen, Madhya Pradesh",NPOP,validfrom 22/07/2023,17/07/2024,"Ajwain Powder, Aloe Vera leaves, Aloe Vera Powder, Amaranth Flour, Amaranth Popped, Amla powder, Arhar dal (Red gram/Pigeon pea), Arjun powder (Terminalia arjuna), Ashwagandha Powder, Barley whole, Bay leaf powder, Black cumin, black gram white whole, Black pepper crushed, Black Pepper Powder, Brown gram/Gram/Chana (Cicer arietinum), Cardamom Powder, Cashew nut (roasted), Castor Meal, Castor Oil, Castor seeds, Chilli crushed, chilli flakes, Chilli powder, Cinnamon (Powder), Clove powder, Cluster beans/ Guar, Coconut oil, Cooked/ roasted/ cracked Corn, Cooked/ roasted/ cracked Soyabean seeds, Coriander Powder, Cowpea split, Cowpea white dal, Cumin Powder, Dehydrated onion powder, Dried Curry leaves, Dry rose petals-Rose, Fennel Powder, Fenugreek Crushed, Fenugreek Powder (Methi Powder), Flax Seed, Flax Seed oil, Flax seed powder, Flax/Linseed Meal, Garlic flakes, Garlic Powder, Ginger Powder, Ginger sliced (dried), Glycerine, Gram Flour/Besan, Green gram/Moong dhuli, Groundnut/Peanut Oil (Crude), Kabuli Chana, Kalonji/nigella, Lecithin, Lentil dal, Maida, Maize (Corn), Maize Grain, Maize Meal, Maize/ corn porridge (Dalia), Maize/Corn flour, Maize/Corn Oil, Malka Whole, Mango dried, Mango Powder/ Aamchur, Mango pulp, Mango Puree, Masur/Masoor dhuli, Mint Powder, Moong dal-Split, Moringa leaves, moth dal, Moth Dhuli, Mustard Meal, Mustard Oil (crude), Mustard Powder, Neem oil, Niger seeds: Oil Cake meal, Onion, Onion flakes, Pea Pulse (Pisum sativum), Poha / Chivda, Ragi Flour, Rapeseed Meal, Rapeseed Oil, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Lentil, Rice Bran Oil, Rice Flour, Rose petals powder, Soya lecithin, Soyabean/Soybean Flour, Soyabean/Soybean Meal, Soyabean/Soybean Oil-Cake meal (expeller variety), Soyabean/Soybean White, Soybean, Soybean De-oiled cake, Soybean/soyabean oil, Split Gram/Chana (Cicer arietinum), Split Green gram/Moong (Vigna sp.), Split Lentil, Split Pigeon pea/arhar/Red gram, Star anise, Stevia/Stevia rebaudiana powder, Suji/Semolina/ Cream of Wheat, Sunflower, Sunflower Meal, Sunflower oil: edible grade, Sunflower Seed Oil, Sunflower seeds: Of seed quality, sunflower seeds:oil-cake meal, Tamarind Powder (Imli), Turmeric Powder, Urad Dal Split, Urad dhuli, Virgin coconut oil, Wheat, Wheat flour, White pepper crushed, White Pepper powder"
VANDANA ORGANIC TRADE PVT LTD Certified,ORG-1507-001165,Bhopal,vandanaorganictrade@gmail.com,"HIG 12A,Arvind Vihar, Bhopal, Madhya Pradesh",NPOP,validfrom 19/07/2023,18/07/2024,"Arhar dal (Red gram/Pigeon pea), Bajra flour/ Atta, Bajra porridge/Dalia, Barley Flour, Barley Porridge/Dalia, Barley whole, Basmati rice, Basmati rice-brown, Basmati rice-white, Bengal Gram Whole, Bengal Gram(Chana)Flour, black gram split white, Black gram/Urd (Vigna sp.), Black Pepper, Brown gram/Gram/Chana (Cicer arietinum), Brown Rice, Brown Rice flour, Cane molasses, Cashew Whole, Castor Meal, Castor Oil, Castor seeds, chana Dal, Chickpea/Kabuli Chana (garbanzos), Coconut flakes, Coconut oil, Cooked/ roasted/ cracked Corn, Cooked/ roasted/ cracked Soyabean seeds, Coriander seed/whole, Corn Meal, Cowpea, Fennel/saunf, Glycerine, Gram Flour/Besan, Green Gram Flour, Green Gram Whole (Moong Sabut), Green peas, Groundnut/Peanut, Groundnut/Peanut oil (Edible grade), Jaggery, Jaggery powder, Kalonji/nigella, Lecithin, Lentil, Lentil dal, Maize (Corn), Maize (Corn) Flake, Maize Grain, Maize Meal, Maize/ corn porridge (Dalia), Maize/Corn flour, Mango (fresh), Masoor Dal, Mint Powder, Mint/Mentha leaves, Mint/Mentha/Pudina, Mustard, Mustard - Black, Mustard Meal, Neem oil, Niger, Niger Oil, Pearl Millet/Bajra, Ragi Flour, Rapeseed Meal, Rapeseed Oil, Rapeseed/Rai/Rye, Red Lentil, Red onion powder, Red Rice, Rice Bran Oil, Rice Flour, Rice-Sona Masuri, Roasted wheat, Safflower Seed Oil (Kardi Seed Oil), Sorghum, Sorghum Flour, Soya lecithin, Soyabean/Soybean Flour, Soyabean/Soybean Meal, Soyabean/Soybean Meal (defatted), Soyabean/Soybean Meal-expeller var., Soyabean/Soybean Oil-Cake meal (expeller variety), Soyabean/Soybean White, Soybean, Soybean De-oiled cake, Soybean/soyabean oil, Sugar, Sugar (Brown/Natural), Sunflower Meal, Sunflower oil: edible grade, Sunflower Seed Oil, Sunflower seeds: Of seed quality, sunflower seeds:oil-cake meal, Virgin coconut oil, Wheat, Wheat Maida, Wheat Porridge/Dalia (Roasted), Wheatgerm oil"
VASUDHA SWARAJ PRIVATE LIMITED Certified,ORG-1812-002635,Indore,compliance@vasudhaswaraj.com,"701A & 701B, 7th Floor, NRK Business Park, Block No B 1, PU 4, Commercial, Indore, Madhya Pradesh",NPOP,validfrom 18/01/2024,17/01/2025,Seeded Cotton
VEE NATURAL Certified,ORG-1911-003011,Chhindwara,organic.veenatural@gmail.com,"Khasra No 101/9 Village Ajania, Chhindwara, Madhya Pradesh",NPOP,validfrom 01/02/2024,12/01/2025,"Ajwain Powder, Alfalfa extract, Alfalfa powder, Aloe vera extract, Aloe Vera leaves powder, Aloe Vera Powder, Amaranth Flour, Amla dried, Amla powder, Aonla/Amla Extract, Apple Juice Powder, Arjun powder (Terminalia arjuna), Arrowroot powder, Ashoka powder, Ashwagandha Powder, Ashwagandha Root Extract, Asparagus racemosus Extract, Bai Vidang (Embelia ribes), Bamboo extract, Bamboo powder, Banana powder, Barley Flour, Barley Grass Powder, Bay leaf powder, Beet root, Beet root Juice Powder, Beet Root powder, Bhoomi Amla Powder, bitter Gourd Extract, Black cumin, Black Cumin Powder, Black Pepper Extract, Black Pepper Powder, Boswellia serrata, Brahmi-Bacopa monnieri- extract, Brahmi/Bacopa monnieri Powder, Cardamom Powder, Carrot Dehydrated, Carrot Juice Powder, Celastrus paniculatus Extract, Celery Powder, Chamomile powder, Chia, Chicory Root Powder, Cinnamon (Powder), Cinnamon - Extract, Clove powder, Coconut powder/dried coconut powder, Coffee extract, Coffee Powder, Coleus Powder/extract, Coleus root powder, Convolvulus pluricaulis Powder, Coriander Powder, Cumin Powder, Dehydrated Bitter Gourd, Dehydrated Curry leaves powder, Dehydrated Spinach powder, Dried Thyme, Dried/Dehydrated Apricots, Eclipta alba Extract/ bhringraj, Eclipta alba Powder, Eucalyptus citriodora Powder, Fennel Powder, Fenugreek extract, Fenugreek Powder (Methi Powder), Flax seed powder, Frankincense-Boswellia sereta-powder, Garcinia cambogia powder, Garcinia cambogia-fruit-dry extract, Garlic extract, Garlic Granules, Garlic Powder, Ginger ExtractZingiber officinalis/, Ginger Powder, Gokshura powder-tribulus terrestris, Gotukola Powder, Gotukola-centella asiatica extract, Green Cardamom Powder, Green chilli dry, Green Chilli Powder (dry), Green Coffee Extract, Green Tea, Green tea extract, Green tea powder, Guava extracts (Psidium Gauva), Guduchi (Tinospora Cordifolons), Gymnema extracts, Gymnema powder, Hibiscus rosasinensis powder, Holy Basil powder, Indigo Powder, Jaggery powder, Jamun seed extract, Jamun Seed powder, Kalmegh powder (Andrographis paniculata), Kalonji/nigella, Karela Extract ( Momordica Charantia ), Lavender powder, Lemon juice, Lemon peel dried, lemon peel powder, Lemon Powder, Lemongrass powder, Mango Juice Powder, Mango Powder/ Aamchur, Manjistha/Rubia cordifolia Powder, Mint extract, Mint Powder, Moringa Powder, Moringa leaves, Moringa oleifera leaves extract, Mucuna pruriens Extract, Mulethi (Glycorrhiza glabra), Mustard seed powder, Neem extract, Neem powder, Noni (Moringa citrifolia) - Extract, Noni Fruit Powder, Nutmeg Powder, Ocimum sanctum extract, Onion (Dried), Onion Juice Powder, Oregano leaves, Organic saffron Powder, Papaya Juice Powder, Papaya leaves powder, Parsley powder, Pepper Extract, Peppermint extract, Peppermint powder, Phyllanthus niruri Powder, Psyllium husk powder, Psyllium seed powder, Pumpkin Seeds, Pumpkins (Fresh), Punarnava Extract, Punarnava powder, Punica granatum ?Powder, quinoa, Red Chilli Powder, Rose petals powder, Rosemary powder, Safed Musli - Extract, Safed Musli powder, Salacia reticulata extract, salacia reticulata Powder, Sapindus mukorossi Extract, Senna extract, Senna Leaves Powder, Senna Pods Powder, Sesame powder, Shatavari extract, Shatavari powder, Solanum nigrum Powder, Spinach dehydrated, Star anise, Stevia/Stevia rebaudiana powder, Strawberry Juice Powder, Tamarind Powder (Imli), Tapioca (flakes), Terminalia arjuna Extract, Terminalia bellirica powder, Terminalia bellirica/baheda, Terminalia chebula extract, Terminalia chebula Powder, Thyme Extract, Tribulus terrestris extract, Trikatu extract, Trikatu powder, Triphala - Extract/powder, Triphala Powder, Turmeric extract, Turmeric Powder, Vetiver Extract, Vidanga Powder, Watermelon Juice Powder, Wheat flour, Wheatgrass powder"
